bootstrap_id,analysis_type,prompt_type,mean_f1,std_f1
0,within_prompt,complex,0.8664533262667449,0.011742710033959233
0,within_prompt,vague,0.8655674051154744,0.009894345600535844
0,cross_prompt,all,0.8261275252570277,0.005905565828815688
1,within_prompt,complex,0.8640976333618164,0.012940012693105539
1,within_prompt,vague,0.8639659155970034,0.008889325642175948
1,cross_prompt,all,0.8246564366096674,0.005785544680508964
2,within_prompt,complex,0.8656835598605019,0.013469543297728625
2,within_prompt,vague,0.8646798174956749,0.010726049088522163
2,cross_prompt,all,0.8258807013432184,0.004856181361142263
3,within_prompt,complex,0.8632608833520309,0.008842423289923332
3,within_prompt,vague,0.8644082268079122,0.010980737423637636
3,cross_prompt,all,0.8244899680029671,0.004400066290114687
4,within_prompt,complex,0.8639163835482164,0.009142259582477308
4,within_prompt,vague,0.8629552565122905,0.011362384965877062
4,cross_prompt,all,0.8270495772361756,0.004467739457490347
5,within_prompt,vague,0.871265933627174,0.008575890313379407
5,within_prompt,complex,0.8659964635454375,0.012305241861356724
5,cross_prompt,all,0.8255921180655317,0.005337229391103424
6,within_prompt,vague,0.8671634743611017,0.01162507665371845
6,within_prompt,complex,0.8610577162574319,0.01391998320260747
6,cross_prompt,all,0.8245928311347961,0.005074552140980352
7,within_prompt,complex,0.8650868359734031,0.01120775951721485
7,within_prompt,vague,0.8637789040803909,0.010492954050783996
7,cross_prompt,all,0.824932763288761,0.00483889169288364
8,within_prompt,vague,0.8666043626634699,0.010351080615417278
8,within_prompt,complex,0.8656580266745194,0.01208169801780545
8,cross_prompt,all,0.8238563221328112,0.004593824244404148
9,within_prompt,complex,0.8638083443922155,0.013275944882326909
9,within_prompt,vague,0.8663557417252484,0.011301217395040392
9,cross_prompt,all,0.8257849185090316,0.005097188600683246
10,within_prompt,complex,0.8699101947602772,0.014606718904875998
10,within_prompt,vague,0.8650278288584489,0.01063799152128927
10,cross_prompt,all,0.8251034156842665,0.005880782165152071
11,within_prompt,complex,0.8604163346083268,0.010945106899225288
11,within_prompt,vague,0.8664012402296066,0.0101955758502787
11,cross_prompt,all,0.8246366598389365,0.004848985440657863
12,within_prompt,vague,0.8617494320869445,0.011215292026613661
12,within_prompt,complex,0.8645570874214172,0.01097569963559107
12,cross_prompt,all,0.8267718833319995,0.004373609169860138
13,within_prompt,vague,0.8640770643949509,0.011054128690920767
13,within_prompt,complex,0.8612501192092895,0.009026418590615554
13,cross_prompt,all,0.8261712025041166,0.005164343827047892
14,within_prompt,vague,0.8694849753379822,0.009587029212666265
14,within_prompt,complex,0.8612178469959059,0.010837654442927341
14,cross_prompt,all,0.8239121563891147,0.006408935076456179
15,within_prompt,vague,0.8656903886795044,0.01061070540234981
15,within_prompt,complex,0.8655168194519846,0.013050869867303281
15,cross_prompt,all,0.8249091696231923,0.005015343059758269
16,within_prompt,complex,0.8660366034507752,0.012393918887985071
16,within_prompt,vague,0.8683363447586695,0.010652103896846907
16,cross_prompt,all,0.8274171407575961,0.004636813915761216
17,within_prompt,complex,0.8658584642410279,0.01325179282498863
17,within_prompt,vague,0.8662717250677255,0.008196380315220055
17,cross_prompt,all,0.8255406258241186,0.005461406563130954
18,within_prompt,complex,0.8642517328262329,0.011554520619353859
18,within_prompt,vague,0.8689649535550011,0.012248368344782585
18,cross_prompt,all,0.8245028208713142,0.005598519200632128
19,within_prompt,vague,0.8627775959346605,0.010270493181578359
19,within_prompt,complex,0.8631817148281977,0.012450887075245998
19,cross_prompt,all,0.824649965763092,0.00547485897295905
20,within_prompt,vague,0.8655914813280106,0.01255682318719994
20,within_prompt,complex,0.8659722805023193,0.010028667358506993
20,cross_prompt,all,0.8240159195522929,0.005227779732732936
21,within_prompt,vague,0.8668306740847501,0.009934958855851179
21,within_prompt,complex,0.8589274193111219,0.013015570417457331
21,cross_prompt,all,0.825780029296875,0.004948217025272098
22,within_prompt,complex,0.8613955694086411,0.012443610131453849
22,within_prompt,vague,0.8675169497728348,0.009557562571817254
22,cross_prompt,all,0.8250772297382355,0.004646821306394493
23,within_prompt,vague,0.865849722515453,0.010873123276356976
23,within_prompt,complex,0.8660820523897806,0.014937224870533576
23,cross_prompt,all,0.8258456322881911,0.004875703592153679
24,within_prompt,complex,0.8666326092637103,0.013366766537599271
24,within_prompt,vague,0.8616129699207488,0.011172420427596724
24,cross_prompt,all,0.8244521275479743,0.004819944859400235
25,within_prompt,complex,0.8649528423945109,0.01156809842399484
25,within_prompt,vague,0.8652118477556441,0.009479364279280235
25,cross_prompt,all,0.8257132505261621,0.005118002203698585
26,within_prompt,vague,0.8658806264400483,0.011633897423955443
26,within_prompt,complex,0.8665972985327244,0.011322623364845656
26,cross_prompt,all,0.8245070229877125,0.004822454791658466
27,within_prompt,vague,0.8666093389193217,0.008851090210484587
27,within_prompt,complex,0.8637978459397951,0.012282588835578234
27,cross_prompt,all,0.8254858026137719,0.004601665705781738
28,within_prompt,complex,0.857812190497363,0.009633637436288056
28,within_prompt,vague,0.8644579429375497,0.009761845045808803
28,cross_prompt,all,0.8239495250913832,0.006313055999088367
29,within_prompt,vague,0.8733707918570592,0.0072143650792553336
29,within_prompt,complex,0.8655615619250706,0.010315617936737902
29,cross_prompt,all,0.8260652937672355,0.004650017454446497
30,within_prompt,complex,0.8643282353878021,0.009672970096098011
30,within_prompt,vague,0.8663595589724454,0.0111526383215354
30,cross_prompt,all,0.8254316587533269,0.005470990488363833
31,within_prompt,vague,0.8675721685091654,0.010829679467544732
31,within_prompt,complex,0.8634372684690688,0.012278070963301144
31,cross_prompt,all,0.826016013438885,0.005846520403180953
32,within_prompt,vague,0.8677236656347911,0.010530326323855164
32,within_prompt,complex,0.8626339236895243,0.011221809920375879
32,cross_prompt,all,0.8255249541632983,0.005974436239868575
33,within_prompt,vague,0.8658237686524024,0.01080536455092922
33,within_prompt,complex,0.8660220924545737,0.011099877633136364
33,cross_prompt,all,0.8249871705969175,0.005250637131699459
34,within_prompt,vague,0.868324901746667,0.011723492729287766
34,within_prompt,complex,0.8595058949370133,0.010035480905596732
34,cross_prompt,all,0.8252165925746061,0.005395142856053038
35,within_prompt,vague,0.864898681640625,0.010533328657134168
35,within_prompt,complex,0.8635376274585724,0.010997736657516648
35,cross_prompt,all,0.8250775284934462,0.004515397939087816
36,within_prompt,complex,0.859853378364018,0.010090721602943525
36,within_prompt,vague,0.8637478635424659,0.01182576485514831
36,cross_prompt,all,0.8252083926784749,0.004042289078707194
37,within_prompt,complex,0.8676888346672058,0.013045580114584952
37,within_prompt,vague,0.8661111820311773,0.008883286387216246
37,cross_prompt,all,0.8262738399207592,0.00509849011108629
38,within_prompt,vague,0.8640507931510607,0.011546058852293529
38,within_prompt,complex,0.8693547384305433,0.011433493474742375
38,cross_prompt,all,0.8256275124020047,0.0046040168920292715
39,within_prompt,vague,0.8638401317596436,0.01200731031435981
39,within_prompt,complex,0.8653950989246368,0.013111318611709256
39,cross_prompt,all,0.8250164714726534,0.00505778747241197
40,within_prompt,vague,0.863928284496069,0.011429363236924487
40,within_prompt,complex,0.8654339278445524,0.011440387872686192
40,cross_prompt,all,0.8274806198619661,0.005916530592831031
41,within_prompt,vague,0.8675691079009663,0.011311865195891878
41,within_prompt,complex,0.864441384439883,0.012871309409301526
41,cross_prompt,all,0.8256058083928149,0.005774658154674244
42,within_prompt,complex,0.8614122352816842,0.010570797574833424
42,within_prompt,vague,0.8650634999458606,0.010415097652533413
42,cross_prompt,all,0.8269070373025051,0.004809045462273001
43,within_prompt,complex,0.86596220433712,0.009512115625845169
43,within_prompt,vague,0.8624444658106024,0.011273613495447837
43,cross_prompt,all,0.8261570529061921,0.004604956923729794
44,within_prompt,complex,0.8652448200044178,0.011087527401865327
44,within_prompt,vague,0.8656192909587513,0.011561546942308395
44,cross_prompt,all,0.8259517860909303,0.004842005765491308
45,within_prompt,vague,0.8634021550416946,0.012208567148045801
45,within_prompt,complex,0.868608622174514,0.011770451515070375
45,cross_prompt,all,0.8258018012230213,0.005512891260828098
46,within_prompt,vague,0.8684901803731918,0.007259375810483541
46,within_prompt,complex,0.8651810412605604,0.009149033039885469
46,cross_prompt,all,0.8264845787210667,0.00476285873828031
47,within_prompt,vague,0.8655586747022775,0.010340225961399236
47,within_prompt,complex,0.8638644722791818,0.008855100474507356
47,cross_prompt,all,0.8251551424081509,0.0051540742240871055
48,within_prompt,complex,0.8673505711555481,0.011387569401683477
48,within_prompt,vague,0.865299234023461,0.009870781250997867
48,cross_prompt,all,0.8260110481730047,0.0045812346791823475
49,within_prompt,complex,0.8628780453101449,0.014053857111861776
49,within_prompt,vague,0.8644548792105454,0.012800643691067013
49,cross_prompt,all,0.825904743237929,0.006068784266320228
50,within_prompt,complex,0.8658037835901434,0.010121943373803505
50,within_prompt,vague,0.8652876575787862,0.011583795385195559
50,cross_prompt,all,0.8264139029714797,0.005199107372677855
51,within_prompt,vague,0.8666014586176191,0.01207067936905013
51,within_prompt,complex,0.8625486517945925,0.010438799935386529
51,cross_prompt,all,0.8254515292509547,0.004516061178629683
52,within_prompt,complex,0.8631294997114884,0.010860760928119759
52,within_prompt,vague,0.866916600200865,0.011355927011596567
52,cross_prompt,all,0.8243637725158974,0.005576269793834509
53,within_prompt,complex,0.8644021363819346,0.010637913855036565
53,within_prompt,vague,0.869265093253209,0.007720508591972062
53,cross_prompt,all,0.8236808913449446,0.00595220950211133
54,within_prompt,complex,0.8630273461341857,0.010926171027545967
54,within_prompt,vague,0.86878342628479,0.007519249526639181
54,cross_prompt,all,0.8241759927376456,0.005082894991585744
55,within_prompt,vague,0.8659064562424369,0.011496686677410098
55,within_prompt,complex,0.867765520300184,0.009312653588919226
55,cross_prompt,all,0.8258941581955662,0.005129956571514368
56,within_prompt,vague,0.8686580546200275,0.008266255500852533
56,within_prompt,complex,0.8652059495449066,0.012089059446337572
56,cross_prompt,all,0.8257005767388778,0.005441423701817122
57,within_prompt,vague,0.8665984708529252,0.009921208350093944
57,within_prompt,complex,0.8602082872390747,0.01108633795928947
57,cross_prompt,all,0.8244490087032318,0.0052734480568145305
58,within_prompt,complex,0.8655282569968182,0.012886615200647012
58,within_prompt,vague,0.8677761058012644,0.009517786115668194
58,cross_prompt,all,0.8252593600749969,0.004505320419372588
59,within_prompt,vague,0.8656873621723868,0.012834973760870902
59,within_prompt,complex,0.8620202749967575,0.008630756563591942
59,cross_prompt,all,0.8246312968584956,0.004564274305977632
60,within_prompt,vague,0.8674428671598434,0.010384633571343229
60,within_prompt,complex,0.8636737967792311,0.012634672997041659
60,cross_prompt,all,0.8249592712292304,0.005660811892128991
61,within_prompt,complex,0.8680059611797333,0.01401984289311292
61,within_prompt,vague,0.8700231744183434,0.007273572948501702
61,cross_prompt,all,0.8250182574445551,0.00537264196683696
62,within_prompt,vague,0.8636168291171392,0.009728192705130558
62,within_prompt,complex,0.8640931025147438,0.013476936909428
62,cross_prompt,all,0.8263298471768697,0.00554339610863846
63,within_prompt,vague,0.8639515327370685,0.012414449744716631
63,within_prompt,complex,0.866212822496891,0.011227331474413862
63,cross_prompt,all,0.8254823969169096,0.005775033282869383
64,within_prompt,complex,0.8689808750152588,0.012669948591516947
64,within_prompt,vague,0.8641638642265683,0.011758911256599575
64,cross_prompt,all,0.824856776661343,0.00478514172868018
65,within_prompt,complex,0.8651612965684188,0.011843231542266046
65,within_prompt,vague,0.8659206529458364,0.010538677462181574
65,cross_prompt,all,0.8244613520801067,0.00456180584567336
66,within_prompt,vague,0.8644732965363396,0.01275091278730903
66,within_prompt,complex,0.8650067299604416,0.012214552519757896
66,cross_prompt,all,0.8250133578593914,0.0059358385817361685
67,within_prompt,vague,0.8665634830792744,0.009557071072879616
67,within_prompt,complex,0.8653387567576241,0.011014229840444659
67,cross_prompt,all,0.8256840008800312,0.004259900135149138
68,within_prompt,complex,0.8698518701962062,0.011295260468819446
68,within_prompt,vague,0.8669830183188121,0.009743542000632143
68,cross_prompt,all,0.8248624091452741,0.005748429479762892
69,within_prompt,vague,0.8641679353184171,0.011734718435403475
69,within_prompt,complex,0.8648606538772583,0.010516889076385837
69,cross_prompt,all,0.8240457133010581,0.004993394874260114
70,within_prompt,vague,0.8682704567909241,0.009631869467374517
70,within_prompt,complex,0.8641971051692963,0.013471512655605982
70,cross_prompt,all,0.8249361321732804,0.005463108828223427
71,within_prompt,complex,0.8691341910097334,0.011381094803031714
71,within_prompt,vague,0.8666965933073134,0.00986354987606362
71,cross_prompt,all,0.8248430822904294,0.004378104388130149
72,within_prompt,vague,0.8663369134852761,0.011489840807964478
72,within_prompt,complex,0.8685191373030344,0.013737787727627312
72,cross_prompt,all,0.8257300544668127,0.006109402311140517
73,within_prompt,complex,0.8643373876810074,0.012617496358505778
73,within_prompt,vague,0.8666100709334664,0.010867388904162147
73,cross_prompt,all,0.8249615306655566,0.0054291203363203856
74,within_prompt,vague,0.8651304478230684,0.010172046592642614
74,within_prompt,complex,0.8663671553134918,0.012881931443773876
74,cross_prompt,all,0.8253576544423898,0.005038433910048821
75,within_prompt,vague,0.8659623861312866,0.012147775751642652
75,within_prompt,complex,0.861728386445479,0.010952648403579058
75,cross_prompt,all,0.8257734270199485,0.005718115936128686
76,within_prompt,complex,0.8692564595313299,0.012536608227099729
76,within_prompt,vague,0.8693016276640051,0.009367658034659443
76,cross_prompt,all,0.8254949079369599,0.005453157749582382
77,within_prompt,vague,0.8647676944732666,0.013365781557615647
77,within_prompt,complex,0.8648708115021387,0.01211753350602021
77,cross_prompt,all,0.8244507507635996,0.005046360698582847
78,within_prompt,vague,0.8722183340125613,0.005769541542244071
78,within_prompt,complex,0.8635300511405581,0.00877605948116887
78,cross_prompt,all,0.8258101103397516,0.005138750963227207
79,within_prompt,vague,0.8633210294776492,0.00988708585915126
79,within_prompt,complex,0.8638311425844828,0.01023933215804394
79,cross_prompt,all,0.826082264268121,0.00544601281234427
80,within_prompt,complex,0.868512643420178,0.013562241084402106
80,within_prompt,vague,0.8722378384499323,0.00544185454086079
80,cross_prompt,all,0.8253013821358376,0.005114317062217632
81,within_prompt,complex,0.868581149313185,0.013501304636372547
81,within_prompt,vague,0.8649647586485919,0.01264842363977342
81,cross_prompt,all,0.8253731865968023,0.004850300961313794
82,within_prompt,complex,0.8650781214237213,0.010463472367705963
82,within_prompt,vague,0.8662828207015991,0.01286558564304548
82,cross_prompt,all,0.8250924524138955,0.005487845978781248
83,within_prompt,vague,0.8675122171640396,0.01183246655825587
83,within_prompt,complex,0.8690438800387912,0.011666468349062499
83,cross_prompt,all,0.8251967145638033,0.00443508455928382
84,within_prompt,vague,0.8711283958476522,0.008229795949887984
84,within_prompt,complex,0.8664406514167786,0.011590491757679547
84,cross_prompt,all,0.8246055550353472,0.005628518067024784
85,within_prompt,complex,0.868419813482385,0.009840634742925057
85,within_prompt,vague,0.8662073979010949,0.010471951583420576
85,cross_prompt,all,0.8246007339429047,0.005598148729671769
86,within_prompt,complex,0.8677050280570984,0.010855725025105798
86,within_prompt,vague,0.8643869608640671,0.010694695238816962
86,cross_prompt,all,0.8253995963820705,0.005833702122677429
87,within_prompt,vague,0.8651584309080372,0.012784144797460938
87,within_prompt,complex,0.8692188428507911,0.013704114390411342
87,cross_prompt,all,0.8250807678699493,0.004878307537191893
88,within_prompt,vague,0.8669180925935507,0.011416048769487626
88,within_prompt,complex,0.8629541363981035,0.010514591823414843
88,cross_prompt,all,0.8245374705733323,0.00519066447342936
89,within_prompt,complex,0.8700949475169182,0.014157923287525739
89,within_prompt,vague,0.868961048753638,0.00859196888513295
89,cross_prompt,all,0.8257775445069585,0.005195690305628781
90,within_prompt,complex,0.865988414538534,0.009946856630431064
90,within_prompt,vague,0.8652091934567406,0.012348331734479325
90,cross_prompt,all,0.8252168508136973,0.00533240677286335
91,within_prompt,complex,0.8645660471916199,0.011586009647374388
91,within_prompt,vague,0.866325298945109,0.00976574891247064
91,cross_prompt,all,0.8249424881405301,0.0062537736671759705
92,within_prompt,vague,0.8679699301719666,0.009953777994938313
92,within_prompt,complex,0.8670118310872246,0.011871096815828725
92,cross_prompt,all,0.8257489434459753,0.0061660838843291
93,within_prompt,complex,0.8627217626571655,0.01094302233875283
93,within_prompt,vague,0.8652684721681807,0.010688501175334835
93,cross_prompt,all,0.8257460407912731,0.004145526881307408
94,within_prompt,vague,0.8668699887665835,0.009086914482165037
94,within_prompt,complex,0.8682060195849493,0.013062249065765882
94,cross_prompt,all,0.8252476645367486,0.006573482757548163
95,within_prompt,complex,0.8649810173294761,0.009475976747634719
95,within_prompt,vague,0.8675145669416948,0.01107998727713617
95,cross_prompt,all,0.8257030474728552,0.004714571306510784
96,within_prompt,vague,0.8676651923552804,0.009710656305517498
96,within_prompt,complex,0.8610746434756688,0.008003684361876142
96,cross_prompt,all,0.8260947620427167,0.005320792584488101
97,within_prompt,vague,0.8675155614813169,0.010235817117784613
97,within_prompt,complex,0.8654598565328688,0.010595562596790674
97,cross_prompt,all,0.8258535680563553,0.003941914649969693
98,within_prompt,vague,0.8629581446831043,0.009430267546344377
98,within_prompt,complex,0.8624081425368786,0.007399583554888591
98,cross_prompt,all,0.8253293061742977,0.004207275053817015
99,within_prompt,complex,0.8616653941571712,0.012275003079923649
99,within_prompt,vague,0.8620461864130837,0.01131007824619418
99,cross_prompt,all,0.8250445156800942,0.005228897875490496
100,within_prompt,vague,0.8664684295654297,0.009191983543636052
100,within_prompt,complex,0.8648961208484791,0.01126049368978226
100,cross_prompt,all,0.8253028631210327,0.00509054274225508
101,within_prompt,vague,0.8636455507505507,0.010251239113970313
101,within_prompt,complex,0.867899615513651,0.011407820252971846
101,cross_prompt,all,0.8232259317940357,0.0057697068095997695
102,within_prompt,complex,0.8658159945322119,0.011223234372913416
102,within_prompt,vague,0.8660301566123962,0.010650401886803232
102,cross_prompt,all,0.8251088928608667,0.004885310193919212
103,within_prompt,vague,0.867419289506,0.010292354646482293
103,within_prompt,complex,0.8634252046283922,0.012151583875310701
103,cross_prompt,all,0.8245204942567008,0.005721173570678157
104,within_prompt,vague,0.8693091900725114,0.006253542429663935
104,within_prompt,complex,0.8636592229207357,0.00853469559785964
104,cross_prompt,all,0.8252681357165178,0.005124657365426957
105,within_prompt,vague,0.8601755907661036,0.010762075348264784
105,within_prompt,complex,0.8630750370025635,0.010805780399166444
105,cross_prompt,all,0.8248758988177523,0.006529108120530334
106,within_prompt,vague,0.8666138138089862,0.00968567099772104
106,within_prompt,complex,0.8623960415522257,0.011337135029646315
106,cross_prompt,all,0.8249122066931291,0.005050092582065207
107,within_prompt,vague,0.8669247085397894,0.010043930509051068
107,within_prompt,complex,0.8667624379907336,0.012184975004115682
107,cross_prompt,all,0.8256576570597562,0.00563463748489614
108,within_prompt,complex,0.8603935627376332,0.008173193169817888
108,within_prompt,vague,0.8667278970990863,0.010033677058713992
108,cross_prompt,all,0.8262488297794176,0.004593699349010178
109,within_prompt,complex,0.8640752082521265,0.013800192543264407
109,within_prompt,vague,0.8703983545303344,0.009388076076873246
109,cross_prompt,all,0.8249379495779673,0.005765953764505769
110,within_prompt,complex,0.8659828072008879,0.014650424944775817
110,within_prompt,vague,0.8663157568528101,0.009959881201702887
110,cross_prompt,all,0.8251260050705501,0.003996593403529933
111,within_prompt,vague,0.8660186347754105,0.011253336434224343
111,within_prompt,complex,0.8601357298237937,0.009761621518053857
111,cross_prompt,all,0.8253026571538713,0.0058519099641421895
112,within_prompt,vague,0.8637480366797674,0.012141591998688805
112,within_prompt,complex,0.8624173866377937,0.010398595500281486
112,cross_prompt,all,0.82439758342046,0.0038955447704366636
113,within_prompt,complex,0.861532001391701,0.010440244360965857
113,within_prompt,vague,0.863412472334775,0.009847288545733331
113,cross_prompt,all,0.8254058892312257,0.005937937281222693
114,within_prompt,vague,0.8651800362960153,0.012945516234748341
114,within_prompt,complex,0.8664372126261394,0.009924310228783543
114,cross_prompt,all,0.8256091464240596,0.00490133196446927
115,within_prompt,complex,0.862501649480117,0.008920653433685732
115,within_prompt,vague,0.8657381344925273,0.011395794335953937
115,cross_prompt,all,0.8258140516281128,0.005575716573139398
116,within_prompt,complex,0.8635347241705115,0.008834659024675
116,within_prompt,vague,0.8669898095338241,0.008386713383791128
116,cross_prompt,all,0.8257516169029734,0.005603598569065713
117,within_prompt,vague,0.8667795476706132,0.010189534372224427
117,within_prompt,complex,0.8658679383141654,0.010047369331314795
117,cross_prompt,all,0.8246539599365659,0.005685940522258485
118,within_prompt,complex,0.864623107292034,0.010823527559546263
118,within_prompt,vague,0.8653527867226374,0.01058084572887167
118,cross_prompt,all,0.8252740308295848,0.00508329441088608
119,within_prompt,complex,0.8677332070138719,0.012933050112127791
119,within_prompt,vague,0.864643669128418,0.010818477333106041
119,cross_prompt,all,0.825420061747233,0.003969918219778964
120,within_prompt,complex,0.867053535580635,0.011500339485960914
120,within_prompt,vague,0.8666283750534057,0.010394690833584746
120,cross_prompt,all,0.825873499331267,0.006218826886444876
121,within_prompt,vague,0.8666195736991035,0.008801263964434036
121,within_prompt,complex,0.8637983774145445,0.009456051511988436
121,cross_prompt,all,0.8251647097723824,0.0049758514255231825
122,within_prompt,complex,0.8676313161849976,0.013417229013045281
122,within_prompt,vague,0.8681586840573479,0.010205014272980777
122,cross_prompt,all,0.825109647769554,0.005595625354285096
123,within_prompt,complex,0.8675198010776354,0.011968020289421216
123,within_prompt,vague,0.8658880980118461,0.010941359383256188
123,cross_prompt,all,0.824798948234982,0.005856241196451081
124,within_prompt,vague,0.8685572975211673,0.011588957417146903
124,within_prompt,complex,0.8654096408894187,0.01075773683560666
124,cross_prompt,all,0.8266740010844337,0.0049921293382282255
125,within_prompt,vague,0.8689418658614159,0.00893950089214455
125,within_prompt,complex,0.8634303559859594,0.01022066763819722
125,cross_prompt,all,0.8266956237859504,0.0055232118077602945
